Metric,Step,Value,Wall_time
Stats/P_avg,36950,0.212890625,1766324564.5197082
Stats/P_avg,37000,0.2327880859375,1766324679.886695
Stats/P_avg,37050,0.2427978515625,1766324793.6603844
Stats/P_avg,37100,0.271240234375,1766324906.3294718
Stats/P_avg,37150,0.1561279296875,1766325016.8431022
Stats/P_avg,37200,0.2322998046875,1766325127.857095
Stats/P_avg,37250,0.248779296875,1766325241.367297
Stats/P_avg,37300,0.21533203125,1766325353.1267786
Stats/P_avg,37350,0.2147216796875,1766325468.6265934
Stats/P_avg,37400,0.2286376953125,1766325581.9279885
Stats/P_avg,37450,0.231201171875,1766325698.557206
Stats/P_avg,37500,0.2279052734375,1766325811.7145712
Stats/P_avg,37550,0.248046875,1766325924.2873385
Stats/P_avg,37600,0.244384765625,1766326036.9991736
Stats/P_avg,37650,0.232177734375,1766326150.5269783
Stats/P_avg,37700,0.2415771484375,1766326267.3889825
Stats/P_avg,37750,0.2744140625,1766326382.2121944
Stats/P_avg,37800,0.2529296875,1766326493.866186
Stats/P_avg,37850,0.2213134765625,1766326608.5251362
Stats/P_avg,37900,0.252685546875,1766326721.2172709
Stats/P_avg,37950,0.24462890625,1766326832.828904
Stats/P_avg,38000,0.252685546875,1766326947.724144
Stats/P_avg,38050,0.2255859375,1766327061.8110514
Stats/P_avg,38100,0.2347412109375,1766327175.9090376
Stats/P_avg,38150,0.244873046875,1766327285.2868145
Stats/P_avg,38200,0.2025146484375,1766327406.1590807
Stats/P_avg,38250,0.2275390625,1766327515.3690386
Stats/P_avg,38300,0.239501953125,1766327626.3848517
Stats/P_avg,38350,0.2064208984375,1766327736.5743785
Stats/P_avg,38400,0.25390625,1766327852.4436188
Stats/P_avg,38450,0.2147216796875,1766327965.8673067
Stats/P_avg,38500,0.272216796875,1766328077.959786
Stats/P_avg,38550,0.2091064453125,1766328188.367983
Stats/P_avg,38600,0.177490234375,1766328297.5591877
Stats/P_avg,38650,0.2440185546875,1766328407.6346827
Stats/P_avg,38700,0.1861572265625,1766328517.7622497
Stats/P_avg,38750,0.245849609375,1766328629.3917944
Stats/P_avg,38800,0.197021484375,1766328741.91778
Stats/P_avg,38850,0.1959228515625,1766328855.1733606
Stats/P_avg,38900,0.197998046875,1766328969.4168572
Stats/P_avg,38950,0.2193603515625,1766329081.3726294
Stats/P_avg,39000,0.2281494140625,1766329194.7153003
Stats/P_avg,39050,0.20166015625,1766329306.5154345
Stats/P_avg,39100,0.2144775390625,1766329419.7781172
Stats/P_avg,39150,0.2308349609375,1766329533.4162388
Stats/P_avg,39200,0.21435546875,1766329643.1507635
Stats/P_avg,39250,0.220458984375,1766329753.4116597
Stats/P_avg,39300,0.240966796875,1766329861.2138677
Stats/P_avg,39350,0.245361328125,1766329971.2541673
Stats/P_avg,39400,0.2093505859375,1766330084.2283728
Stats/P_avg,39450,0.188720703125,1766330198.477275
Stats/P_avg,39500,0.1903076171875,1766330311.8368142
Stats/P_avg,39550,0.2354736328125,1766330425.7538939
Stats/P_avg,39600,0.19140625,1766330537.6991758
Stats/P_avg,39650,0.23876953125,1766330649.2414637
Stats/P_avg,39700,0.2332763671875,1766330760.469268
Stats/P_avg,39750,0.18408203125,1766330874.3693986
Stats/P_avg,39800,0.23583984375,1766330990.0490408
Stats/P_avg,39850,0.2034912109375,1766331102.0298665
Stats/P_avg,39900,0.2059326171875,1766331213.4748843
Stats/P_avg,39950,0.19873046875,1766331328.0779743
Stats/P_avg,40000,0.2349853515625,1766331440.4289508
Stats/P_avg,40050,0.25439453125,1766331552.360395
Stats/P_avg,40100,0.1961669921875,1766331666.4308279
Stats/P_avg,40150,0.223876953125,1766331777.447305
Stats/P_avg,40200,0.2403564453125,1766331890.2183712
Stats/P_avg,40250,0.2164306640625,1766332001.61575
Stats/P_avg,40300,0.26220703125,1766332114.9153855
Stats/P_avg,40350,0.2337646484375,1766332225.6216114
Stats/P_avg,40400,0.256591796875,1766332336.875165
Stats/P_avg,40450,0.1905517578125,1766332448.8111367
Stats/P_avg,40500,0.2210693359375,1766332560.2008255
Stats/P_avg,40550,0.25732421875,1766332674.5316718
Stats/P_avg,40600,0.254638671875,1766332788.6287236
Stats/P_avg,40650,0.2003173828125,1766332900.0862164
Stats/P_avg,40700,0.23095703125,1766333017.042349
Stats/P_avg,40750,0.246337890625,1766333128.9366071
Stats/P_avg,40800,0.1851806640625,1766333242.1581151
Stats/P_avg,40850,0.2193603515625,1766333351.4955313
Stats/P_avg,40900,0.2152099609375,1766333463.1620748
Stats/P_avg,40950,0.2093505859375,1766333572.8198822
Stats/P_avg,41000,0.2301025390625,1766333680.8464172
Stats/P_avg,41050,0.270751953125,1766333795.4616828
Stats/P_avg,41100,0.2391357421875,1766333910.0216007
Stats/P_avg,41150,0.1971435546875,1766334023.801256
Stats/P_avg,41200,0.2191162109375,1766334138.0984712
Stats/P_avg,41250,0.2396240234375,1766334251.3229642
Stats/P_avg,41300,0.1937255859375,1766334364.5690944
Stats/P_avg,41350,0.21240234375,1766334479.1163127
Stats/P_avg,41400,0.2171630859375,1766334590.6304965
Stats/P_avg,41450,0.251708984375,1766334703.139717
Stats/P_avg,41500,0.224609375,1766334815.6678894
Stats/P_avg,41550,0.1824951171875,1766334928.630843
Stats/P_avg,41600,0.2156982421875,1766335039.0405447
Stats/P_avg,41650,0.173828125,1766335156.0935385
Stats/P_avg,41700,0.18994140625,1766335269.2524326
Stats/P_avg,41750,0.189453125,1766335381.0991018
Stats/P_avg,41800,0.1976318359375,1766335491.778102
Stats/P_avg,41850,0.209716796875,1766335605.6046395
Stats/P_avg,41900,0.19775390625,1766335719.598233
Stats/P_avg,41950,0.2042236328125,1766335836.8379035
Stats/P_avg,42000,0.24462890625,1766335950.3809586
Stats/P_avg,42050,0.2425537109375,1766336058.7343473
Stats/P_avg,42100,0.2176513671875,1766336173.07935
Stats/P_avg,42150,0.22119140625,1766336284.9037633
Stats/P_avg,42200,0.2418212890625,1766336397.6870143
Stats/P_avg,42250,0.184326171875,1766336511.9662836
Stats/P_avg,42300,0.23779296875,1766336625.3261154
Stats/P_avg,42350,0.2265625,1766336738.4854312
Stats/P_avg,42400,0.2191162109375,1766336851.9759626
Stats/P_avg,42450,0.21142578125,1766336965.679892
Stats/P_avg,42500,0.2386474609375,1766337079.9872344
Stats/P_avg,42550,0.2130126953125,1766337194.6105986
Stats/P_avg,42600,0.219970703125,1766337303.0285716
Stats/P_avg,42650,0.2230224609375,1766337413.0323918
Stats/P_avg,42700,0.2252197265625,1766337528.0591369
Stats/P_avg,42750,0.2315673828125,1766337639.629439
Stats/P_avg,42800,0.19580078125,1766337751.5179365
Stats/P_avg,42850,0.242431640625,1766337861.848583
Stats/P_avg,42900,0.2142333984375,1766337975.97829
Stats/P_avg,42950,0.218994140625,1766338089.0255315
Stats/P_avg,43000,0.207275390625,1766338204.9423862
Stats/P_avg,43050,0.263916015625,1766338320.312681
Stats/P_avg,43100,0.2432861328125,1766338435.115992
Stats/P_avg,43150,0.1905517578125,1766338547.571737
Stats/P_avg,43200,0.15966796875,1766338661.5176976
Stats/P_avg,43250,0.14990234375,1766338772.380726
Stats/P_avg,43300,0.1834716796875,1766338885.853204
Stats/P_avg,43350,0.1475830078125,1766338998.5308163
Stats/P_avg,43400,0.21875,1766339109.3093476
Stats/P_avg,43450,0.202392578125,1766339219.7610717
Stats/P_avg,43500,0.18798828125,1766339331.6457317
Stats/P_avg,43550,0.1444091796875,1766339445.502453
Stats/P_avg,43600,0.1900634765625,1766339560.2064078
Stats/P_avg,43650,0.15380859375,1766339670.960749
Stats/P_avg,43700,0.2471923828125,1766339785.2086859
Stats/P_avg,43750,0.162353515625,1766339894.7425582
Stats/P_avg,43800,0.23388671875,1766340009.261504
Stats/P_avg,43850,0.3515625,1766340122.2718718
Stats/P_avg,43900,0.31005859375,1766340230.3376758
Stats/P_avg,43950,0.1917724609375,1766340342.23103
Stats/P_avg,44000,0.291015625,1766340452.9156904
Stats/P_avg,44050,0.2242431640625,1766340567.5017698
Stats/P_avg,44100,0.1827392578125,1766340679.1212592
Stats/P_avg,44150,0.2188720703125,1766340788.7593498
Stats/P_avg,44200,0.225830078125,1766340900.9144797
Stats/P_avg,44250,0.1866455078125,1766341014.6264584
Stats/P_avg,44300,0.236083984375,1766341127.1915104
Stats/P_avg,44350,0.284423828125,1766341241.4254756
Stats/P_avg,44400,0.170166015625,1766341356.623779
Stats/P_avg,44450,0.2142333984375,1766341470.1663277
Stats/P_avg,44500,0.2144775390625,1766341580.258713
Stats/P_avg,44550,0.224365234375,1766341694.248557
Stats/P_avg,44600,0.26611328125,1766341807.7696524
Stats/P_avg,44650,0.2257080078125,1766341920.2446027
Stats/P_avg,44700,0.248046875,1766342034.7431931
Stats/P_avg,44750,0.2235107421875,1766342147.5537336
Stats/P_avg,44800,0.217041015625,1766342260.510607
Stats/P_avg,44850,0.21875,1766342374.7364058
Stats/P_avg,44900,0.1895751953125,1766342492.6114073
Stats/P_avg,44950,0.211669921875,1766342608.243095
Stats/P_avg,45000,0.1748046875,1766342723.4651911
Stats/P_avg,45050,0.19970703125,1766342835.7245324
Stats/P_avg,45100,0.1925048828125,1766342946.9305463
Stats/P_avg,45150,0.189697265625,1766343059.4492364
Stats/P_avg,45200,0.2232666015625,1766343173.324454
Stats/P_avg,45250,0.1715087890625,1766343287.9628587
Stats/P_avg,45300,0.173583984375,1766343398.8295376
Stats/P_avg,45350,0.2054443359375,1766343511.3552527
Stats/P_avg,45400,0.228759765625,1766343619.461985
Stats/P_avg,45450,0.2393798828125,1766343727.2901356
Stats/P_avg,45500,0.2296142578125,1766343837.9835355
Stats/P_avg,45550,0.1741943359375,1766343952.8723547
Stats/P_avg,45600,0.178466796875,1766344064.1664789
Stats/P_avg,45650,0.2333984375,1766344175.2388859
Stats/P_avg,45700,0.2314453125,1766344289.1952002
Stats/P_avg,45750,0.201171875,1766344401.7732103
Stats/P_avg,45800,0.1800537109375,1766344513.4966092
Stats/P_avg,45850,0.1776123046875,1766344627.400245
Stats/P_avg,45900,0.18896484375,1766344740.4080524
Stats/P_avg,45950,0.190185546875,1766344855.8517234
Stats/P_avg,46000,0.1551513671875,1766344969.1145177
Stats/P_avg,46050,0.188232421875,1766345081.437879
Stats/P_avg,46100,0.197265625,1766345193.7163827
Stats/P_avg,46150,0.1990966796875,1766345308.8418329
Stats/P_avg,46200,0.27001953125,1766345419.9824708
Stats/P_avg,46250,0.182861328125,1766345530.6756432
Stats/P_avg,46300,0.2161865234375,1766345643.0854435
Stats/P_avg,46350,0.20068359375,1766345757.1929286
Stats/P_avg,46400,0.2156982421875,1766345871.5504718
Stats/P_avg,46450,0.1837158203125,1766345980.704178
Stats/P_avg,46500,0.16552734375,1766346093.6022334
Stats/P_avg,46550,0.1715087890625,1766346206.46973
Stats/P_avg,46600,0.2015380859375,1766346317.406648
Stats/P_avg,46650,0.1868896484375,1766346430.3625166
Stats/P_avg,46700,0.192626953125,1766346539.8789313
Stats/P_avg,46750,0.175537109375,1766346652.6320653
Stats/P_avg,46800,0.1917724609375,1766346767.7197666
Stats/P_avg,46850,0.2320556640625,1766346877.574539
Stats/P_avg,46900,0.1810302734375,1766346988.6707258
Stats/P_avg,46950,0.1883544921875,1766347103.2663612
Stats/P_avg,47000,0.1842041015625,1766347218.0253413
Stats/P_avg,47050,0.2138671875,1766347332.3862932
Stats/P_avg,47100,0.17529296875,1766347440.0361135
Stats/P_avg,47150,0.25830078125,1766347551.1857157
Stats/P_avg,47200,0.17041015625,1766347666.0342774
Stats/P_avg,47250,0.1806640625,1766347777.791257
Stats/P_avg,47300,0.2362060546875,1766347886.5762553
Stats/P_avg,47350,0.226318359375,1766348000.6235695
Stats/P_avg,47400,0.194091796875,1766348111.125485
Stats/P_avg,47450,0.2425537109375,1766348222.833446
Stats/P_avg,47500,0.1878662109375,1766348334.6934252
Stats/P_avg,47550,0.1873779296875,1766348446.7897086
Stats/P_avg,47600,0.1993408203125,1766348561.034736
Stats/P_avg,47650,0.184814453125,1766348676.2620585
Stats/P_avg,47700,0.21728515625,1766348784.3592732
Stats/P_avg,47750,0.229248046875,1766348896.7644653
Stats/P_avg,47800,0.174560546875,1766349004.573177
Stats/P_avg,47850,0.1912841796875,1766349118.0067647
Stats/P_avg,47900,0.198974609375,1766349227.6887941
Stats/P_avg,47950,0.2249755859375,1766349344.7456858
Stats/P_avg,48000,0.2000732421875,1766349460.5819876
Stats/P_avg,48050,0.2078857421875,1766349574.1666613
Stats/P_avg,48100,0.1724853515625,1766349685.7311637
Stats/P_avg,48150,0.2445068359375,1766349795.1398613
Stats/P_avg,48200,0.255126953125,1766349902.903191
Stats/P_avg,48250,0.2059326171875,1766350016.4920278
Stats/P_avg,48300,0.184326171875,1766350130.9344635
Stats/P_avg,48350,0.1697998046875,1766350247.393595
Stats/P_avg,48400,0.2230224609375,1766350357.4214456
Stats/P_avg,48450,0.2249755859375,1766350469.258819
Stats/P_avg,48500,0.1917724609375,1766350579.6183734
Stats/P_avg,48550,0.1644287109375,1766350692.9043157
Stats/P_avg,48600,0.167236328125,1766350806.3806722
Stats/P_avg,48650,0.21875,1766350915.489183
Stats/P_avg,48700,0.2105712890625,1766351032.719526
Stats/P_avg,48750,0.158447265625,1766351142.8867111
Stats/P_avg,48800,0.16650390625,1766351257.3096926
Stats/P_avg,48850,0.1700439453125,1766351369.8571944
Stats/P_avg,48900,0.1553955078125,1766351482.511613
Stats/P_avg,48950,0.1920166015625,1766351596.8902946
Stats/P_avg,49000,0.18798828125,1766351710.6682703
Stats/P_avg,49050,0.1580810546875,1766351825.584537
Stats/P_avg,49100,0.1776123046875,1766351937.6883805
Stats/P_avg,49150,0.183349609375,1766352050.9227762
Stats/P_avg,49200,0.2093505859375,1766352161.9537919
Stats/P_avg,49250,0.171875,1766352272.303801
Stats/P_avg,49300,0.1864013671875,1766352386.9127076
Stats/P_avg,49350,0.2021484375,1766352498.3697422
Stats/P_avg,49400,0.2166748046875,1766352608.747428
Stats/P_avg,49450,0.1800537109375,1766352721.2424965
Stats/P_avg,49500,0.2069091796875,1766352831.1182287
Stats/P_avg,49550,0.197021484375,1766352944.020926
Stats/P_avg,49600,0.213134765625,1766353055.4023216
Stats/P_avg,49650,0.1717529296875,1766353169.5782824
Stats/P_avg,49700,0.228271484375,1766353281.6406102
Stats/P_avg,49750,0.1953125,1766353396.8388374
Stats/P_avg,49800,0.2196044921875,1766353509.4565244
Stats/P_avg,49850,0.2041015625,1766353618.7691286
Stats/P_avg,49900,0.18603515625,1766353730.989027
Stats/P_avg,49950,0.2227783203125,1766353842.5987623
Stats/P_avg,50000,0.194091796875,1766353955.4836397
Stats/P_avg,50050,0.2001953125,1766354067.7738569
Stats/P_avg,50100,0.1744384765625,1766354177.46861
Stats/P_avg,50150,0.1695556640625,1766354292.1449685
Stats/P_avg,50200,0.1578369140625,1766354403.7762885
Stats/P_avg,50250,0.1968994140625,1766354517.3694973
Stats/P_avg,50300,0.18798828125,1766354627.994065
Stats/P_avg,50350,0.1656494140625,1766354740.4028878
Stats/P_avg,50400,0.1851806640625,1766354852.7730236
Stats/P_avg,50450,0.1802978515625,1766354964.800299
Stats/P_avg,50500,0.2076416015625,1766355071.328495
Stats/P_avg,50550,0.1768798828125,1766355182.9396458
Stats/P_avg,50600,0.210693359375,1766355298.1885352
Stats/P_avg,50650,0.2156982421875,1766355408.9814174
Stats/P_avg,50700,0.2054443359375,1766355520.8716931
Stats/P_avg,50750,0.1456298828125,1766355631.8648405
Stats/P_avg,50800,0.2257080078125,1766355746.3046243
Stats/P_avg,50850,0.20361328125,1766355857.694252
Stats/P_avg,50900,0.1488037109375,1766355970.4190805
Stats/P_avg,50950,0.1998291015625,1766356082.1349883
Stats/P_avg,51000,0.1585693359375,1766356191.715703
Stats/P_avg,51050,0.16650390625,1766356302.856568
Stats/P_avg,51100,0.1734619140625,1766356418.6087003
Stats/P_avg,51150,0.1383056640625,1766356533.5441372
Stats/P_avg,51200,0.15283203125,1766356644.4586895
Stats/P_avg,51250,0.1697998046875,1766356758.9432626
Stats/P_avg,51300,0.2139892578125,1766356870.7694962
Stats/P_avg,51350,0.214599609375,1766356981.7845006
Stats/P_avg,51400,0.2081298828125,1766357090.1176207
Stats/P_avg,51450,0.19140625,1766357198.4463706
Stats/P_avg,51500,0.1612548828125,1766357316.1040237
Stats/P_avg,51550,0.1610107421875,1766357428.0307407
Stats/P_avg,51600,0.220458984375,1766357538.8681254
Stats/P_avg,51650,0.200439453125,1766357653.1473994
Stats/P_avg,51700,0.2156982421875,1766357770.3452902
Stats/P_avg,51750,0.212158203125,1766357885.774123
Stats/P_avg,51800,0.180419921875,1766357997.7344944
Stats/P_avg,51850,0.1690673828125,1766358110.0057352
Stats/P_avg,51900,0.144775390625,1766358227.7565415
Stats/P_avg,51950,0.17822265625,1766358341.2876875
Stats/P_avg,52000,0.1444091796875,1766358456.0083075
Stats/P_avg,52050,0.14990234375,1766358571.9685364
Stats/P_avg,52100,0.200439453125,1766358683.2167246
Stats/P_avg,52150,0.210205078125,1766358799.3189366
Stats/P_avg,52200,0.173828125,1766358912.1836898
Stats/P_avg,52250,0.177978515625,1766359025.019959
Stats/P_avg,52300,0.173828125,1766359134.8737316
Stats/P_avg,52350,0.16455078125,1766359249.6573782
Stats/P_avg,52400,0.1846923828125,1766359362.7011023
Stats/P_avg,52450,0.179443359375,1766359475.7033396
Stats/P_avg,52500,0.17431640625,1766359587.9598315
Stats/P_avg,52550,0.217041015625,1766359699.8649294
Stats/P_avg,52600,0.1920166015625,1766359811.8775146
Stats/P_avg,52650,0.1453857421875,1766359924.4069276
Stats/P_avg,52700,0.15380859375,1766360034.012615
Stats/P_avg,52750,0.227783203125,1766360145.3705566
Stats/P_avg,52800,0.197998046875,1766360258.775396
Stats/P_avg,52850,0.211669921875,1766360372.8048766
Stats/P_avg,52900,0.2032470703125,1766360483.6968343
Stats/P_avg,52950,0.17578125,1766360595.5069616
Stats/P_avg,53000,0.190185546875,1766360705.5162857
Stats/P_avg,53050,0.16357421875,1766360816.058778
Stats/P_avg,53100,0.2020263671875,1766360928.0992572
Stats/P_avg,53150,0.1854248046875,1766361043.4813294
Stats/P_avg,53200,0.232666015625,1766361156.940427
Stats/P_avg,53250,0.1868896484375,1766361264.1687984
Stats/P_avg,53300,0.1826171875,1766361376.7616892
Stats/P_avg,53350,0.154541015625,1766361489.9296567
Stats/P_avg,53400,0.1920166015625,1766361605.4211922
Stats/P_avg,53450,0.2476806640625,1766361717.6995971
Stats/P_avg,53500,0.1617431640625,1766361827.2352605
Stats/P_avg,53550,0.16748046875,1766361940.5550716
Stats/P_avg,53600,0.173828125,1766362055.8969173
Stats/P_avg,53650,0.1640625,1766362172.3546557
Stats/P_avg,53700,0.158203125,1766362282.9773827
Stats/P_avg,53750,0.1776123046875,1766362397.3716733
Stats/P_avg,53800,0.161376953125,1766362511.0867603
Stats/P_avg,53850,0.1973876953125,1766362622.6459684
Stats/P_avg,53900,0.1927490234375,1766362739.3524609
Stats/P_avg,53950,0.2169189453125,1766362857.5830123
Stats/P_avg,54000,0.1890869140625,1766362971.5165124
Stats/P_avg,54050,0.1856689453125,1766363083.919212
Stats/P_avg,54100,0.191162109375,1766363194.7706394
Stats/P_avg,54150,0.1202392578125,1766363307.4799774
Stats/P_avg,54200,0.2054443359375,1766363414.339538
Stats/P_avg,54250,0.1519775390625,1766363525.0257003
Stats/P_avg,54300,0.1356201171875,1766363638.7170994
Stats/P_avg,54350,0.20947265625,1766363752.3945277
Stats/P_avg,54400,0.142578125,1766363867.7452655
Stats/P_avg,54450,0.14892578125,1766363982.3815575
Stats/P_avg,54500,0.1910400390625,1766364095.083396
Stats/P_avg,54550,0.16650390625,1766364207.9914172
Stats/P_avg,54600,0.1416015625,1766364323.8645806
Stats/P_avg,54650,0.1893310546875,1766364434.8358326
Stats/P_avg,54700,0.197265625,1766364549.1914861
Stats/P_avg,54750,0.1710205078125,1766364663.5604434
Stats/P_avg,54800,0.19921875,1766364775.7402468
Stats/P_avg,54850,0.1644287109375,1766364886.4694784
Stats/P_avg,54900,0.185302734375,1766364998.3180091
Stats/P_avg,54950,0.1536865234375,1766365106.9083202
Stats/P_avg,55000,0.1544189453125,1766365216.9965901
Stats/P_avg,55050,0.1551513671875,1766365327.6306446
Stats/P_avg,55100,0.1878662109375,1766365438.7688484
Stats/P_avg,55150,0.1646728515625,1766365552.7825136
Stats/P_avg,55200,0.1925048828125,1766365667.2587347
Stats/P_avg,55250,0.17822265625,1766365780.861732
Stats/P_avg,55300,0.1451416015625,1766365895.0457437
Stats/P_avg,55350,0.15771484375,1766366009.1589923
Stats/P_avg,55400,0.1837158203125,1766366120.8952417
Stats/P_avg,55450,0.2066650390625,1766366234.5362642
Stats/P_avg,55500,0.12744140625,1766366349.4660187
Stats/P_avg,55550,0.137939453125,1766366459.7799833
Stats/P_avg,55600,0.1419677734375,1766366572.861963
Stats/P_avg,55650,0.2037353515625,1766366686.4159443
Stats/P_avg,55700,0.1624755859375,1766366801.790604
Stats/P_avg,55750,0.1640625,1766366916.5457225
Stats/P_avg,55800,0.2340087890625,1766367029.6433835
Stats/P_avg,55850,0.2110595703125,1766367145.5057852
Stats/P_avg,55900,0.1749267578125,1766367257.5022805
Stats/P_avg,55950,0.1883544921875,1766367370.9726574
Stats/P_avg,56000,0.18310546875,1766367479.6148252
Stats/P_avg,56050,0.1849365234375,1766367592.7047155
Stats/P_avg,56100,0.1773681640625,1766367706.5528626
Stats/P_avg,56150,0.1807861328125,1766367821.9397688
Stats/P_avg,56200,0.1898193359375,1766367935.687327
Stats/P_avg,56250,0.2010498046875,1766368048.5087428
Stats/P_avg,56300,0.12841796875,1766368157.7708123
Stats/P_avg,56350,0.1724853515625,1766368268.8350024
Stats/P_avg,56400,0.1732177734375,1766368386.1490247
Stats/P_avg,56450,0.1727294921875,1766368498.015774
Stats/P_avg,56500,0.190185546875,1766368613.8357508
Stats/P_avg,56550,0.197265625,1766368725.0498643
Stats/P_avg,56600,0.1522216796875,1766368839.4228437
Stats/P_avg,56650,0.157958984375,1766368951.8025482
Stats/P_avg,56700,0.2086181640625,1766369067.7857418
Stats/P_avg,56750,0.178955078125,1766369183.088784
Stats/P_avg,56800,0.197021484375,1766369294.8848708
Stats/P_avg,56850,0.170654296875,1766369411.3641632
Stats/P_avg,56900,0.1595458984375,1766369522.238254
Stats/P_avg,56950,0.1982421875,1766369635.40198
Stats/P_avg,57000,0.171875,1766369746.4155736
Stats/P_avg,57050,0.1578369140625,1766369862.0988805
Stats/P_avg,57100,0.1651611328125,1766369977.163403
Stats/P_avg,57150,0.15478515625,1766370092.3726382
Stats/P_avg,57200,0.159423828125,1766370203.2187347
Stats/P_avg,57250,0.172119140625,1766370314.1757474
Stats/P_avg,57300,0.1478271484375,1766370428.3773513
Stats/P_avg,57350,0.1370849609375,1766370544.3445418
Stats/P_avg,57400,0.16552734375,1766370655.6055741
Stats/P_avg,57450,0.1651611328125,1766370767.4969559
Stats/P_avg,57500,0.1766357421875,1766370878.5488653
Stats/P_avg,57550,0.1766357421875,1766370990.9601755
Stats/P_avg,57600,0.1990966796875,1766371103.5126863
Stats/P_avg,57650,0.157470703125,1766371216.3271842
Stats/P_avg,57700,0.14306640625,1766371327.441061
Stats/P_avg,57750,0.1453857421875,1766371440.9179971
Stats/P_avg,57800,0.13916015625,1766371553.7147884
Stats/P_avg,57850,0.1761474609375,1766371668.341509
Stats/P_avg,57900,0.150634765625,1766371783.2103765
Stats/P_avg,57950,0.183837890625,1766371894.0360065
Stats/P_avg,58000,0.1605224609375,1766372009.2925053
Stats/P_avg,58050,0.1741943359375,1766372123.7021906
Stats/P_avg,58100,0.17626953125,1766372240.3447871
Stats/P_avg,58150,0.1630859375,1766372352.75247
Stats/P_avg,58200,0.1824951171875,1766372465.021298
Stats/P_avg,58250,0.1524658203125,1766372579.408452
Stats/P_avg,58300,0.1639404296875,1766372693.2138274
Stats/P_avg,58350,0.1497802734375,1766372807.0832539
Stats/P_avg,58400,0.200439453125,1766372919.794895
Stats/P_avg,58450,0.10986328125,1766373033.4769943
Stats/P_avg,58500,0.202392578125,1766373149.6342814
Stats/P_avg,58550,0.2266845703125,1766373261.6450415
Stats/P_avg,58600,0.167724609375,1766373374.3062901
Stats/P_avg,58650,0.2017822265625,1766373488.3966901
Stats/P_avg,58700,0.1810302734375,1766373599.9588792
Stats/P_avg,58750,0.1510009765625,1766373713.1085017
Stats/P_avg,58800,0.1453857421875,1766373826.468567
Stats/P_avg,58850,0.12335205078125,1766373938.6602352
Stats/P_avg,58900,0.1954345703125,1766374054.3717358
Stats/P_avg,58950,0.216552734375,1766374170.9940455
Stats/P_avg,59000,0.206298828125,1766374280.7339497
Stats/P_avg,59050,0.1561279296875,1766374390.5922983
Stats/P_avg,59100,0.1435546875,1766374509.6759942
Stats/P_avg,59150,0.174072265625,1766374623.2205825
Stats/P_avg,59200,0.176513671875,1766374731.9743023
Stats/P_avg,59250,0.16064453125,1766374847.0479965
Stats/P_avg,59300,0.168212890625,1766374962.7463958
Stats/P_avg,59350,0.175537109375,1766375077.3234613
Stats/P_avg,59400,0.183837890625,1766375191.5492764
Stats/P_avg,59450,0.1563720703125,1766375301.6959324
Stats/P_avg,59500,0.1373291015625,1766375419.1458948
Stats/P_avg,59550,0.1876220703125,1766375528.9819317
Stats/P_avg,59600,0.16943359375,1766375637.618516
Stats/P_avg,59650,0.1324462890625,1766375751.2854536
Stats/P_avg,59700,0.163330078125,1766375867.5977116
Stats/P_avg,59750,0.1761474609375,1766375985.866868
Stats/P_avg,59800,0.1531982421875,1766376101.470398
Stats/P_avg,59850,0.206787109375,1766376213.5325475
Stats/P_avg,59900,0.1539306640625,1766376325.3859253
Stats/P_avg,59950,0.182373046875,1766376436.382386
Stats/P_avg,60000,0.1746826171875,1766376549.3759158
Stats/P_avg,60050,0.1800537109375,1766376661.660209
Stats/P_avg,60100,0.1536865234375,1766376773.9286556
Stats/P_avg,60150,0.13037109375,1766376885.9862132
Stats/P_avg,60200,0.1641845703125,1766376996.5679846
Stats/P_avg,60250,0.1583251953125,1766377109.0367079
Stats/P_avg,60300,0.1956787109375,1766377218.8032675
Stats/P_avg,60350,0.181640625,1766377329.6086962
Stats/P_avg,60400,0.16015625,1766377443.4149098
Stats/P_avg,60450,0.1495361328125,1766377553.7008007
Stats/P_avg,60500,0.1539306640625,1766377669.4421
Stats/P_avg,60550,0.15283203125,1766377783.1642075
Stats/P_avg,60600,0.1683349609375,1766377897.075355
Stats/P_avg,60650,0.1673583984375,1766378013.090389
Stats/P_avg,60700,0.11175537109375,1766378125.0534143
Stats/P_avg,60750,0.1373291015625,1766378235.578315
Stats/P_avg,60800,0.218017578125,1766378347.6577163
Stats/P_avg,60850,0.2027587890625,1766378458.9152687
Stats/P_avg,60900,0.16845703125,1766378571.1228056
Stats/P_avg,60950,0.15234375,1766378687.3732784
Stats/P_avg,61000,0.1927490234375,1766378805.4527938
Stats/P_avg,61050,0.1939697265625,1766378918.2025018
Stats/P_avg,61100,0.176025390625,1766379031.9617093
Stats/P_avg,61150,0.1417236328125,1766379147.3691962
Stats/P_avg,61200,0.142578125,1766379261.3143165
Stats/P_avg,61250,0.1517333984375,1766379375.3534591
Stats/P_avg,61300,0.180419921875,1766379486.259153
Stats/P_avg,61350,0.1405029296875,1766379601.6655107
Stats/P_avg,61400,0.1934814453125,1766379713.71202
Stats/P_avg,61450,0.1590576171875,1766379826.7984333
Stats/P_avg,61500,0.1512451171875,1766379939.6841187
Stats/P_avg,61550,0.1759033203125,1766380054.979843
Stats/P_avg,61600,0.147705078125,1766380166.0085192
Stats/P_avg,61650,0.1380615234375,1766380279.3062363
